"","ID","quality"
"1",5464,6.02715896799428
"2",5465,5.41701613769777
"3",5466,4.89534678282816
"4",5467,6.01986125871169
"5",5468,5.27646906265055
"6",5469,6.05922089067125
"7",5470,6.65939517565136
"8",5471,6.45585910406699
"9",5472,6.40108474094688
"10",5473,6.24146603037559
"11",5474,6.15959630849041
"12",5475,6.44600257108123
"13",5476,5.08994619764393
"14",5477,6.54832965450754
"15",5478,5.37991373553568
"16",5479,5.95066324847913
"17",5480,5.96521213704608
"18",5481,6.04992989802924
"19",5482,5.10775755049098
"20",5483,6.25094818589557
"21",5484,6.25230657507695
"22",5485,5.18027705573343
"23",5486,4.9755224802091
"24",5487,5.15414319188265
"25",5488,5.61001102603587
"26",5489,5.86608870158657
"27",5490,5.42137441715435
"28",5491,5.92601448360509
"29",5492,5.37195123061354
"30",5493,5.38534813437672
"31",5494,6.77047539964427
"32",5495,6.37497943850545
"33",5496,5.59171038543001
"34",5497,5.84959596551223
"35",5498,5.22839361750478
"36",5499,6.49526684771967
"37",5500,5.25313057772174
"38",5501,6.09135539846505
"39",5502,5.39814211971991
"40",5503,5.92261656811645
"41",5504,5.66054515035103
"42",5505,5.08221189568649
"43",5506,5.23215966310126
"44",5507,5.24300042720418
"45",5508,5.99320028466101
"46",5509,6.33515265122064
"47",5510,6.23964490636465
"48",5511,6.65478992324415
"49",5512,5.58345235158928
"50",5513,6.52749773463889
"51",5514,6.08800336846465
"52",5515,6.26145370204472
"53",5516,6.28280624868128
"54",5517,6.36368139173297
"55",5518,6.41506720894686
"56",5519,4.50740161130775
"57",5520,5.57151207542039
"58",5521,5.48927180884628
"59",5522,5.17359058360592
"60",5523,6.59932960634645
"61",5524,5.3435695865283
"62",5525,4.78058627197999
"63",5526,5.70156371811611
"64",5527,6.50004293936274
"65",5528,5.88528606870766
"66",5529,6.70321191952819
"67",5530,5.85109184983722
"68",5531,5.03116709405927
"69",5532,5.99696244974383
"70",5533,5.03887178366898
"71",5534,5.67714920934224
"72",5535,6.47538461917524
"73",5536,5.03776715167081
"74",5537,5.16504055217347
"75",5538,5.9643760773488
"76",5539,6.57212330762178
"77",5540,6.295471333229
"78",5541,6.47024997229391
"79",5542,6.73442958183806
"80",5543,5.85714549669917
"81",5544,6.31848661683463
"82",5545,6.36785502910483
"83",5546,5.96541769947078
"84",5547,5.48974381647016
"85",5548,6.11172530675009
"86",5549,5.02265329702179
"87",5550,5.79482420869173
"88",5551,6.5006547199405
"89",5552,5.33023049098208
"90",5553,6.45679016279127
"91",5554,6.26143868868805
"92",5555,5.37843143786017
"93",5556,4.97646134046763
"94",5557,5.18765827820138
"95",5558,6.27536409562115
"96",5559,6.03685358999613
"97",5560,5.91691263722816
"98",5561,4.79506043852799
"99",5562,4.75349684135146
"100",5563,4.87585721752753
"101",5564,5.42947391299674
"102",5565,5.19852192733532
"103",5566,4.78036943855928
"104",5567,6.68604345563452
"105",5568,5.72720460718913
"106",5569,6.3278875299087
"107",5570,6.4030498339683
"108",5571,6.3228488786388
"109",5572,6.45645711486603
"110",5573,6.27298112037418
"111",5574,5.42232855316591
"112",5575,5.3597533860542
"113",5576,6.2676751015602
"114",5577,5.89882413755772
"115",5578,6.05477317542635
"116",5579,5.97353582290417
"117",5580,6.00088699027116
"118",5581,5.2324851879534
"119",5582,5.5918924644569
"120",5583,6.2739006624875
"121",5584,5.42810329956597
"122",5585,5.76520104039222
"123",5586,5.76173545546965
"124",5587,5.08223668013409
"125",5588,5.72229479557487
"126",5589,6.31589856961256
"127",5590,6.48105731001864
"128",5591,5.08577102466811
"129",5592,4.84265385394614
"130",5593,5.85028626365811
"131",5594,5.02831143013701
"132",5595,6.25620658051094
"133",5596,6.51273526502569
"134",5597,4.96568002149093
"135",5598,5.37529013350521
"136",5599,5.59710190229709
"137",5600,5.40475250325471
"138",5601,4.98185918701759
"139",5602,5.2218202690556
"140",5603,6.0204390802782
"141",5604,6.63039957650979
"142",5605,6.39076950985067
"143",5606,6.18921380139865
"144",5607,5.26701856659231
"145",5608,6.3724012564381
"146",5609,5.29137298978905
"147",5610,5.17237481347815
"148",5611,5.87331806983415
"149",5612,5.05960229744004
"150",5613,5.53321214046405
"151",5614,5.07821561933195
"152",5615,5.08717566516947
"153",5616,5.28839918726539
"154",5617,6.35230528179959
"155",5618,6.6832952741427
"156",5619,5.3010960453114
"157",5620,6.01885029160287
"158",5621,4.90654310270868
"159",5622,6.42002695338391
"160",5623,5.90194492418179
"161",5624,4.95272697153805
"162",5625,6.37799793583492
"163",5626,5.42017343632699
"164",5627,5.61701448901095
"165",5628,5.60736050749725
"166",5629,5.85829544745439
"167",5630,6.79363931197824
"168",5631,6.70293619322628
"169",5632,5.72225270099821
"170",5633,5.55833490738228
"171",5634,5.74762950443643
"172",5635,6.62683493080652
"173",5636,4.49301834244416
"174",5637,4.91483264897821
"175",5638,5.70689246915736
"176",5639,5.93103814117488
"177",5640,6.33384289692979
"178",5641,6.14316542495462
"179",5642,6.50173981406273
"180",5643,5.58981876749143
"181",5644,6.33644649121447
"182",5645,5.48072965758819
"183",5646,5.97920736943216
"184",5647,6.00468964946655
"185",5648,5.81301825837338
"186",5649,6.43053347019382
"187",5650,6.96026917157879
"188",5651,6.16424612059908
"189",5652,5.99588068011663
"190",5653,5.44911157919551
"191",5654,6.03833898994096
"192",5655,5.92587194679764
"193",5656,5.53998675124224
"194",5657,5.6331553495502
"195",5658,5.8930536385644
"196",5659,6.06357540005494
"197",5660,5.94160870023832
"198",5661,6.04086264372179
"199",5662,6.49083310543463
"200",5663,5.3860190400358
"201",5664,5.12270692154317
"202",5665,4.90694216052661
"203",5666,5.1125143772099
"204",5667,5.68690652306749
"205",5668,5.09162583496485
"206",5669,6.37306407581799
"207",5670,4.93165706422922
"208",5671,5.31218225620861
"209",5672,6.41482522539112
"210",5673,6.92079096625549
"211",5674,6.42004025951453
"212",5675,6.35380979009213
"213",5676,5.89187133583478
"214",5677,6.66183702215107
"215",5678,6.85384644427381
"216",5679,5.89549013282623
"217",5680,5.98126224081114
"218",5681,5.85135567835867
"219",5682,6.06388233992976
"220",5683,4.75358163318717
"221",5684,5.7723670235647
"222",5685,6.04523158946469
"223",5686,5.00245577298607
"224",5687,5.17446436355407
"225",5688,5.50351237390538
"226",5689,5.59222572475147
"227",5690,6.27386069970069
"228",5691,6.02396094679235
"229",5692,6.31512312603027
"230",5693,5.40922495756158
"231",5694,5.89397392380332
"232",5695,5.74410679863272
"233",5696,6.39369954475296
"234",5697,6.61099508455872
"235",5698,5.56714005274141
"236",5699,6.78093230582936
"237",5700,6.19070717435508
"238",5701,6.10661528014282
"239",5702,5.28292959429828
"240",5703,5.26681604916685
"241",5704,5.54287469117103
"242",5705,5.86939501806599
"243",5706,5.9935804830096
"244",5707,6.26859694547317
"245",5708,5.01644946372138
"246",5709,5.81037793293501
"247",5710,6.57261035080333
"248",5711,5.39524388167492
"249",5712,6.22465417662853
"250",5713,5.46369958400033
"251",5714,5.32423037460821
"252",5715,5.04170019596199
"253",5716,6.82362716934021
"254",5717,6.25738367894345
"255",5718,5.01017219469476
"256",5719,5.82436392469485
"257",5720,6.23246379051388
"258",5721,6.00881751442797
"259",5722,6.56296358785796
"260",5723,6.26818282796746
"261",5724,5.12670649371009
"262",5725,6.40853792364157
"263",5726,5.46422794058824
"264",5727,6.19568715644222
"265",5728,5.80854312879341
"266",5729,6.16265170119122
"267",5730,6.67995099485378
"268",5731,6.61609183068987
"269",5732,6.15249199814103
"270",5733,5.01635541026018
"271",5734,5.8131840253943
"272",5735,6.08775263618643
"273",5736,5.15909036047887
"274",5737,4.99087358251364
"275",5738,4.93647342969579
"276",5739,5.8649275429837
"277",5740,5.8075342448752
"278",5741,6.19666219825188
"279",5742,5.45437447160863
"280",5743,6.13821522966885
"281",5744,4.87775533787911
"282",5745,5.86494623047685
"283",5746,6.2368976821621
"284",5747,5.85641864605708
"285",5748,6.32708639814907
"286",5749,5.77485547625691
"287",5750,6.22982490045316
"288",5751,6.13166882937956
"289",5752,5.32843440642854
"290",5753,5.22379890655523
"291",5754,6.21134372395054
"292",5755,5.06132603141536
"293",5756,5.93424559484352
"294",5757,5.19993661607929
"295",5758,5.50032444402391
"296",5759,6.2830774449669
"297",5760,6.41649866209925
"298",5761,5.63551372490514
"299",5762,6.62098707246377
"300",5763,6.59500864335333
"301",5764,5.6815901239415
"302",5765,5.07457974493627
"303",5766,6.03740843830156
"304",5767,5.94496011417405
"305",5768,4.54961878286806
"306",5769,5.91615187252133
"307",5770,4.96589957852246
"308",5771,6.23332556565814
"309",5772,6.77805818177313
"310",5773,6.11340699840196
"311",5774,6.08201154334716
"312",5775,5.92859915225379
"313",5776,6.22836585828496
"314",5777,5.45528000550834
"315",5778,5.74469845219014
"316",5779,5.56342772723259
"317",5780,6.25500326141613
"318",5781,5.93538412567841
"319",5782,6.68351234051628
"320",5783,6.26168018402954
